team name;player name;games;wins;win percentage;score;score per game;goals;goals per game;assists;assists per game;saves;saves per game;shots;shots per game;shots conceded;shots conceded per game;goals conceded;goals conceded per game;goals conceded while last defender;goals conceded while last defender per game;shooting percentage;bpm per game;avg boost amount per game;amount collected;amount collected per game;amount collected big pads;amount collected big pads per game;amount collected small pads;amount collected small pads per game;count collected big pads;count collected big pads per game;count collected small pads;count collected small pads per game;amount stolen;amount stolen per game;amount stolen big pads;amount stolen big pads per game;amount stolen small pads;amount stolen small pads per game;count stolen big pads;count stolen big pads per game;count stolen small pads;count stolen small pads per game;0 boost time;0 boost time per game;100 boost time;100 boost time per game;amount used while supersonic;amount used while supersonic per game;amount overfill total;amount overfill total per game;amount overfill stolen;amount overfill stolen per game;avg speed per game;total distance;total distance per game;time slow speed;time slow speed per game;time boost speed;time boost speed per game;time supersonic speed;time supersonic speed per game;time on ground;time on ground per game;time low in air;time low in air per game;time high in air;time high in air per game;time powerslide;time powerslide per game;avg powerslide time per game;count powerslide;count powerslide per game;time most back;time most back per game;time most forward;time most forward per game;time in front of ball;time in front of ball per game;time behind ball;time behind ball per game;time defensive half;time defensive half per game;time offensive half;time offensive half per game;time defensive third;time defensive third per game;time neutral third;time neutral third per game;time offensive third;time offensive third per game;demos inflicted;demos inflicted per game;demos taken;demos taken per game
ZOOKEEPERS;Jbot;15;4;26.67;5856;390.4;8;0.53;9;0.6;24;1.6;51;3.4;131;8.73;44;2.93;16;1.07;15.69;356.8;53.43;36537;2435.8;24821;1654.73;11716;781.07;305;20.33;1032;68.8;9366;624.4;5824;388.27;3542;236.13;68;4.53;316;21.07;595.02;39.67;611.76;40.78;3831;255.4;5602;373.47;919;61.27;1496.58;8759764;583984.25;3054.23;203.62;2430.8;162.05;711.51;47.43;3490.16;232.68;2336.82;155.79;369.59;24.64;151.66;10.11;0.11;1453;96.87;2079.6;138.64;1992;132.8;1763.83;117.59;4432.73;295.52;4013.31;267.55;2183.21;145.55;2993.61;199.57;1977.96;131.86;1225;81.67;28;1.87;16;1.07
FFF;JosherSquasher;14;3;21.43;5337;381.21;4;0.29;5;0.36;34;2.43;21;1.5;157;11.21;40;2.86;18;1.29;19.05;393.47;46.22;32681;2334.36;22346;1596.14;10335;738.21;262;18.71;900;64.29;4894;349.57;2724;194.57;2170;155;34;2.43;187;13.36;643.59;45.97;338.82;24.2;6652;475.14;3779;269.93;608;43.43;1548.8;7430408;530743.44;2214.15;158.15;2054.46;146.75;795.53;56.82;2855.71;203.98;1923.33;137.38;285.13;20.37;138.24;9.87;0.1;1428;102;2046.8;146.2;1287.2;91.94;1261.35;90.1;3802.84;271.63;3724.82;266.06;1339.3;95.66;2882.52;205.89;1446.47;103.32;735.16;52.51;5;0.36;14;1
CLT;Karma;15;10;66.67;4622;308.13;6;0.4;9;0.6;17;1.13;47;3.13;95;6.33;21;1.4;5;0.33;12.77;381.04;52.59;34219;2281.27;21661;1444.07;12558;837.2;282;18.8;1096;73.07;8661;577.4;4443;296.2;4218;281.2;54;3.6;375;25;438.32;29.22;542.45;36.16;4559;303.93;6402;426.8;986;65.73;1602.23;8033955;535597;2144.29;142.95;2316.41;154.43;828;55.2;3034.88;202.33;1945.39;129.69;308.38;20.56;109.09;7.27;0.1;1057;70.47;1798.5;119.9;1747.6;116.51;1428.31;95.22;3860.39;257.36;3355.84;223.72;1932.74;128.85;2425.45;161.7;1744.04;116.27;1119.14;74.61;17;1.13;16;1.07
KNIGHTS;Kinseh;21;10;47.62;7224;344;14;0.67;11;0.52;30;1.43;54;2.57;152;7.24;45;2.14;17;0.81;25.93;397.76;51.87;49267;2346.05;34313;1633.95;14954;712.1;440;20.95;1311;62.43;10591;504.33;6381;303.86;4210;200.48;82;3.9;385;18.33;727.42;34.64;1085.68;51.7;7847;373.67;10019;477.1;1916;91.24;1534.73;10715573;510265.38;3472.2;165.34;2751.17;131.01;1165.58;55.5;4327.27;206.06;2601.92;123.9;459.74;21.89;127.72;6.08;0.13;998;47.52;2298.1;109.43;2466.6;117.46;2078.13;98.96;5310.84;252.9;4806.22;228.87;2582.73;122.99;3510.9;167.19;2427.63;115.6;1450.39;69.07;32;1.52;18;0.86
JAMAL JABARY;Kraziks;19;10;52.63;7455;392.37;10;0.53;15;0.79;37;1.95;63;3.32;180;9.47;37;1.95;11;0.58;15.87;465.59;46.59;53830;2833.16;38142;2007.47;15688;825.68;460;24.21;1345;70.79;10768;566.74;6631;349;4137;217.74;77;4.05;359;18.89;916.4;48.23;649.66;34.19;9624;506.53;7741;407.42;1106;58.21;1638.76;10786321;567701.12;2650.37;139.49;2813.06;148.06;1455.8;76.62;3972.71;209.09;2569.04;135.21;377.5;19.87;167.48;8.81;0.12;1360;71.58;2292.7;120.67;2267.6;119.35;1938.85;102.04;4980.35;262.12;4646.67;244.56;2272.55;119.61;3458.67;182.04;2175.21;114.48;1285.34;67.65;17;0.89;20;1.05
ROGUE;Kronovi;14;9;64.29;4856;346.86;14;1;8;0.57;14;1;46;3.29;121;8.64;24;1.71;8;0.57;30.43;402.47;43.07;31846;2274.71;23892;1706.57;7954;568.14;275;19.64;668;47.71;6899;492.79;4357;311.21;2542;181.57;48;3.43;220;15.71;805.44;57.53;517.67;36.98;6202;443;3756;268.29;446;31.86;1525.03;7004310;500307.84;2309.93;164.99;1888.48;134.89;680.29;48.59;2936.03;209.72;1683.78;120.27;258.86;18.49;86.6;6.19;0.1;909;64.93;1595;113.93;1550.1;110.72;1331.13;95.08;3547.54;253.4;3025.05;216.07;1853.63;132.4;2177.4;155.53;1656.06;118.29;1045.22;74.66;14;1;12;0.86
OMELETTE;LionBlaze;21;10;47.62;8554;407.33;18;0.86;15;0.71;33;1.57;69;3.29;165;7.86;40;1.9;15;0.71;26.09;406.42;47.09;51068;2431.81;34880;1660.95;16188;770.86;415;19.76;1393;66.33;10816;515.05;6129;291.86;4687;223.19;77;3.67;417;19.86;963.17;45.87;639.13;30.43;6834;325.43;6918;329.43;1704;81.14;1567.34;11369190;541390;3295.39;156.92;3075.97;146.47;1273.59;60.65;4215.07;200.72;2961.27;141.01;468.59;22.31;143.36;6.83;0.09;1545;73.57;2643.7;125.89;2249.1;107.1;2041.9;97.23;5603.04;266.81;4813.73;229.23;2831.23;134.82;3481.24;165.77;2605.05;124.05;1558.64;74.22;19;0.9;22;1.05
JAMAL JABARY;Lj;19;10;52.63;7952;418.53;14;0.74;6;0.32;42;2.21;42;2.21;180;9.47;37;1.95;14;0.74;33.33;423.37;47.78;47912;2521.68;33410;1758.42;14502;763.26;392;20.63;1262;66.42;8497;447.21;4756;250.32;3741;196.89;60;3.16;330;17.37;925.02;48.69;642.27;33.8;7689;404.68;5856;308.21;1251;65.84;1614.55;10566483;556130.69;2665.52;140.29;3035.49;159.76;1184.39;62.34;3820.26;201.07;2633.26;138.59;431.88;22.73;149.23;7.85;0.09;1604;84.42;2400.1;126.32;2104.1;110.74;1668.98;87.84;5216.41;274.55;4619.43;243.13;2265.9;119.26;3446.84;181.41;2168.05;114.11;1270.48;66.87;21;1.11;33;1.74
VALORSGG;Lubby;13;4;30.77;4052;311.69;8;0.62;3;0.23;20;1.54;26;2;125;9.62;42;3.23;13;1;30.77;373.74;45.26;28137;2164.38;17647;1357.46;10490;806.92;194;14.92;870;66.92;5275;405.77;2578;198.31;2697;207.46;29;2.23;214;16.46;665.76;51.21;304.17;23.4;2315;178.08;1845;141.92;334;25.69;1497.57;6438127;495240.53;2195.59;168.89;1888.33;145.26;503.3;38.72;2594.05;199.54;1722.06;132.47;271.09;20.85;80.16;6.17;0.11;740;56.92;1419.7;109.21;1328.4;102.18;1254.27;96.48;3332.94;256.38;3088.68;237.59;1498.51;115.27;2283.46;175.65;1505.06;115.77;798.66;61.44;5;0.38;14;1.08
OMELETTE;Luke;21;10;47.62;7002;333.43;12;0.57;12;0.57;32;1.52;55;2.62;165;7.86;40;1.9;11;0.52;21.82;452.31;47.57;57599;2742.81;44092;2099.62;13507;643.19;525;25;1187;56.52;16185;770.71;11389;542.33;4796;228.38;136;6.48;416;19.81;1177.34;56.06;851.32;40.54;12988;618.48;8239;392.33;2101;100.05;1642.29;11904562;566883.88;2795.26;133.11;3541.86;168.66;1298.73;61.84;4638.73;220.89;2544.95;121.19;452.12;21.53;144.65;6.89;0.09;1615;76.9;1994.2;94.96;3027.5;144.17;2653.16;126.34;4982.67;237.27;4372.39;208.21;3263.42;155.4;3155.31;150.25;2451.61;116.74;2028.9;96.61;28;1.33;25;1.19
KC PIONEERS;Memory;20;13;65.00;6479;323.95;17;0.85;8;0.4;17;0.85;66;3.3;120;6;29;1.45;14;0.7;25.76;419.44;48.9;48627;2431.35;31399;1569.95;17228;861.4;389;19.45;1484;74.2;10237;511.85;5090;254.5;5147;257.35;62;3.1;446;22.3;828.1;41.41;585.43;29.27;7077;353.85;7590;379.5;1172;58.6;1564.32;10412284;520614.19;2956.47;147.82;3034.24;151.71;1024.15;51.21;4280.64;214.03;2374.06;118.7;360.17;18.01;209.68;10.48;0.09;2235;111.75;2383.3;119.17;1978.5;98.92;1684.77;84.24;5330.11;266.51;4268.95;213.45;2745.94;137.3;2982.05;149.1;2531.52;126.58;1501.28;75.06;16;0.8;24;1.2
CONTINUUM;Noxes;23;13;56.52;8445;367.17;12;0.52;19;0.83;38;1.65;64;2.78;198;8.61;35;1.52;11;0.48;18.75;375.42;49.11;50724;2205.39;35934;1562.35;14790;643.04;439;19.09;1265;55;11969;520.39;7745;336.74;4224;183.65;94;4.09;358;15.57;841.46;36.59;1074.84;46.73;7900;343.48;8227;357.7;1767;76.83;1490.8;11574663;503246.22;3957.24;172.05;3217.66;139.9;975.22;42.4;4805.82;208.95;2783.35;121.02;560.9;24.39;130.73;5.68;0.1;1308;56.87;2629.1;114.31;2698.7;117.33;2355.44;102.41;5794.63;251.94;5152.65;224.03;2997.46;130.32;3819.67;166.07;2598.38;112.97;1732.05;75.31;21;0.91;16;0.7
ADEPT;Pirates;13;4;30.77;4952;380.92;8;0.62;5;0.38;26;2;23;1.77;112;8.62;35;2.69;14;1.08;34.78;396.36;46.69;29799;2292.23;20351;1565.46;9448;726.77;239;18.38;798;61.38;6156;473.54;3551;273.15;2605;200.38;41;3.15;218;16.77;592.22;45.56;294.05;22.62;4862;374;3461;266.23;560;43.08;1526.43;6431581;494737;2086.91;160.53;1696.49;130.5;688.16;52.94;2407.63;185.2;1799.96;138.46;263.96;20.3;102.7;7.9;0.11;967;74.38;1439.7;110.75;1415.9;108.92;1348.53;103.73;3123;240.23;2897.79;222.91;1573.78;121.06;2092.2;160.94;1492.85;114.83;886.5;68.19;8;0.62;10;0.77
SPACESTATION;Retals;13;9;69.23;4580;352.31;9;0.69;5;0.38;16;1.23;42;3.23;99;7.62;24;1.85;4;0.31;21.43;376.1;51.29;33279;2559.92;23565;1812.69;9714;747.23;296;22.77;821;63.15;7511;577.77;4539;349.15;2972;228.62;56;4.31;249;19.15;548.46;42.19;610.09;46.93;4684;360.31;6094;468.77;1085;83.46;1536.06;7750300;596176.94;2375;182.69;2159.76;166.14;751.66;57.82;3233.68;248.74;1765.96;135.84;286.78;22.06;108.02;8.31;0.13;851;65.46;1602.3;123.25;1779;136.85;1494.1;114.93;3792.3;291.72;3334.4;256.49;1952.02;150.16;2437.54;187.5;1754.78;134.98;1094.13;84.16;21;1.62;16;1.23
G2 ESPORTS;Rizzo;11;9;81.82;3530;320.91;7;0.64;3;0.27;17;1.55;30;2.73;67;6.09;15;1.36;8;0.73;23.33;411.78;53.49;27666;2515.09;17867;1624.27;9799;890.82;230;20.91;855;77.73;9128;829.82;5753;523;3375;306.82;73;6.64;303;27.55;325.65;29.6;318.07;28.92;4658;423.45;5147;467.91;1522;138.36;1577.91;5727913;520719.38;1653.38;150.31;1517.27;137.93;681.18;61.93;2243.77;203.98;1398.21;127.11;209.84;19.08;94.05;8.55;0.12;798;72.55;1415.5;128.68;1183.2;107.56;1025.95;93.27;2825.86;256.9;2263.04;205.73;1588.78;144.43;1639.27;149.02;1255.25;114.11;957.27;87.02;16;1.45;8;0.73
SONIQS;Satthew;15;10;66.67;5047;336.47;8;0.53;13;0.87;17;1.13;38;2.53;103;6.87;20;1.33;8;0.53;21.05;352.87;48.33;30430;2028.67;21217;1414.47;9213;614.2;255;17;811;54.07;6804;453.6;3881;258.73;2923;194.87;46;3.07;252;16.8;737.76;49.18;531.45;35.43;3932;262.13;4441;296.07;771;51.4;1499.33;7363445;490896.34;2529.14;168.61;2022.31;134.82;626.9;41.79;3073.48;204.9;1847.09;123.14;257.79;17.19;152.87;10.19;0.12;1297;86.47;1763.2;117.55;1698.4;113.23;1416.87;94.46;3761.47;250.76;3226.85;215.12;1951.48;130.1;2273.84;151.59;1768.59;117.91;1135.91;75.73;13;0.87;15;1
CLT;Shadow;15;10;66.67;6487;432.47;18;1.2;10;0.67;20;1.33;51;3.4;95;6.33;21;1.4;5;0.33;35.29;440.35;45.57;37882;2525.47;25108;1673.87;12774;851.6;297;19.8;1113;74.2;7217;481.13;3802;253.47;3415;227.67;42;2.8;306;20.4;731.16;48.74;660.37;44.02;6598;439.87;4568;304.53;335;22.33;1601.44;8063360;537557.31;2218.67;147.91;2145.94;143.06;944.78;62.99;3052.6;203.51;1985.92;132.39;270.85;18.06;114.09;7.61;0.12;965;64.33;1788.6;119.24;1747.5;116.5;1389.16;92.61;3920.22;261.35;3452.36;230.16;1857.02;123.8;2532.43;168.83;1688.8;112.59;1088.15;72.54;17;1.13;7;0.47
DRIP;Sheadrip;9;0;0.00;2786;309.56;5;0.56;3;0.33;12;1.33;21;2.33;102;11.33;36;4;9;1;23.81;416.54;49.03;22126;2458.44;15904;1767.11;6222;691.33;190;21.11;543;60.33;4004;444.89;2254;250.44;1750;194.44;25;2.78;149;16.56;398.65;44.29;295.4;32.82;3293;365.89;2952;328;249;27.67;1576.06;4694295;521588.34;1334.54;148.28;1397.21;155.25;450.44;50.05;1779.92;197.77;1203.97;133.77;198.26;22.03;69.77;7.75;0.11;644;71.56;845.9;93.99;1194.4;132.71;1187.41;131.93;1994.75;221.64;2138.77;237.64;1043.39;115.93;1606.34;178.48;980.9;108.99;594.96;66.11;11;1.22;9;1
SONIQS;Shock;15;10;66.67;6387;425.8;14;0.93;6;0.4;30;2;46;3.07;103;6.87;20;1.33;4;0.27;30.43;377.43;54.79;32378;2158.53;22353;1490.2;10025;668.33;288;19.2;911;60.73;8600;573.33;5192;346.13;3408;227.2;63;4.2;307;20.47;452.12;30.14;449.41;29.96;3749;249.93;6614;440.93;1226;81.73;1479.89;7291766;486117.72;2526.1;168.41;2099.52;139.97;569.72;37.98;2983.51;198.9;1880.03;125.34;331.8;22.12;99.88;6.66;0.12;870;58;1802.3;120.15;1477.6;98.51;1260.01;84;3935.3;262.35;3188.39;212.56;2006.92;133.79;2330.83;155.39;1690.86;112.72;1173.64;78.24;10;0.67;10;0.67
CRIMSON WINGS;Skillz.;17;6;35.29;5435;319.71;7;0.41;8;0.47;23;1.35;44;2.59;131;7.71;35;2.06;14;0.82;15.91;355.3;46.87;35300;2076.47;23043;1355.47;12257;721;290;17.06;1057;62.18;8370;492.35;4885;287.35;3485;205;57;3.35;294;17.29;498.08;29.3;873.58;51.39;3392;199.53;5835;343.24;844;49.65;1469.01;8488690;499334.72;3077.73;181.04;2264.85;133.23;716.08;42.12;3467.12;203.95;2227.63;131.04;363.84;21.4;166.83;9.81;0.11;1480;87.06;2227.3;131.02;1887.2;111.01;1567.14;92.18;4491.49;264.21;4033.81;237.28;2024.83;119.11;2963.37;174.32;1982.01;116.59;1113.25;65.49;12;0.71;20;1.18
THE 1ST GRADERS;Skyzz ^_^;21;11;52.38;9203;438.24;12;0.57;15;0.71;50;2.38;51;2.43;218;10.38;49;2.33;17;0.81;23.53;435.87;53.28;59580;2837.14;40943;1949.67;18637;887.48;485;23.1;1693;80.62;11516;548.38;6334;301.62;5182;246.76;79;3.76;463;22.05;824.46;39.26;724.34;34.49;7762;369.62;8098;385.62;1762;83.9;1661.46;12856874;612232.12;2921.59;139.12;3555.79;169.32;1674.27;79.73;4502.15;214.39;3150.63;150.03;498.95;23.76;134.47;6.4;0.1;1384;65.9;2800;133.33;2504.2;119.25;2346.1;111.72;5805.6;276.46;5390.61;256.7;2761.09;131.48;4038.66;192.32;2551.04;121.48;1561.98;74.38;21;1;15;0.71
ADEPT;Spyder;13;4;30.77;3503;269.46;5;0.38;3;0.23;18;1.38;32;2.46;112;8.62;35;2.69;10;0.77;15.62;372.34;48.63;27560;2120;18873;1451.77;8687;668.23;227;17.46;763;58.69;6144;472.62;3595;276.54;2549;196.08;44;3.38;226;17.38;498.53;38.35;388.16;29.86;3218;247.54;3871;297.77;805;61.92;1500.58;6312771;485597.78;2161.05;166.23;1749.14;134.55;563.79;43.37;2544.38;195.72;1662.49;127.88;267.11;20.55;81.08;6.24;0.14;561;43.15;1546.1;118.93;1416.3;108.95;1388.28;106.79;3085.71;237.36;2958.36;227.57;1515.64;116.59;2147.81;165.22;1484.79;114.21;841.4;64.72;18;1.38;9;0.69
NRG;Squishy;14;11;78.57;5157;368.36;14;1;7;0.5;17;1.21;33;2.36;91;6.5;19;1.36;7;0.5;42.42;403.62;51.42;33149;2367.79;23457;1675.5;9692;692.29;287;20.5;850;60.71;8331;595.07;5231;373.64;3100;221.43;65;4.64;264;18.86;478.91;34.21;545.98;39;5387;384.79;4856;346.86;1142;81.57;1568.02;7344175;524583.94;2164.33;154.59;1931.1;137.94;852.68;60.91;2847.52;203.39;1808.6;129.19;292.01;20.86;109.08;7.79;0.09;1228;87.71;1696;121.14;1512.5;108.04;1209.54;86.4;3738.57;267.04;3127.01;223.36;1821.11;130.08;2194.72;156.77;1755.25;125.38;998.16;71.3;9;0.64;12;0.86
SPACESTATION;Sypical;13;9;69.23;5800;446.15;9;0.69;8;0.62;23;1.77;52;4;99;7.62;24;1.85;7;0.54;17.31;414.91;52.89;36239;2787.62;26087;2006.69;10152;780.92;321;24.69;914;70.31;6300;484.62;3605;277.31;2695;207.31;41;3.15;243;18.69;626.46;48.19;710.47;54.65;4007;308.23;6527;502.08;557;42.85;1563.77;7866683;605129.44;2304.88;177.3;2166.27;166.64;802.95;61.77;2990.2;230.02;1964.95;151.15;318.94;24.53;113.28;8.71;0.1;1076;82.77;1983.4;152.57;1514.2;116.48;1236.07;95.08;4038.01;310.62;3454.68;265.74;1819.42;139.96;2571.82;197.83;1701.22;130.86;1001.09;77.01;10;0.77;20;1.54
ROGUE;TURINTURO;14;9;64.29;5518;394.14;10;0.71;14;1;24;1.71;49;3.5;121;8.64;24;1.71;4;0.29;20.41;430.51;48.43;34289;2449.21;25087;1791.93;9202;657.29;295;21.07;802;57.29;6997;499.79;4131;295.07;2866;204.71;52;3.71;238;17;671.81;47.99;538.66;38.48;4728;337.71;4728;337.71;1102;78.71;1530.34;7025170;501797.84;2232.13;159.44;1971.96;140.85;670.08;47.86;2663.88;190.28;1863.97;133.14;346.33;24.74;100.28;7.16;0.1;983;70.21;1530;109.29;1646.9;117.64;1358.42;97.03;3515.81;251.13;3008.96;214.93;1865.24;133.23;2112.96;150.93;1667.57;119.11;1093.63;78.12;8;0.57;13;0.93
PLOT TWIST;Taroco.;23;10;43.48;8455;367.61;10;0.43;16;0.7;35;1.52;73;3.17;215;9.35;46;2;14;0.61;13.7;358.16;49.31;50433;2192.74;33022;1435.74;17411;757;393;17.09;1536;66.78;9827;427.26;5295;230.22;4532;197.04;67;2.91;400;17.39;792.27;34.45;811.94;35.3;5979;259.96;6233;271;1410;61.3;1496.84;12033995;523217.19;4141.44;180.06;3177.98;138.17;1149.04;49.96;4869.46;211.72;3108.93;135.17;490.06;21.31;115.82;5.04;0.13;912;39.65;3128.8;136.03;2427.4;105.54;2295.02;99.78;6173.45;268.41;5710.57;248.29;2757.88;119.91;4225.1;183.7;2732.72;118.81;1510.62;65.68;31;1.35;28;1.22
JAMAL JABARY;Toastie;19;10;52.63;6980;367.37;11;0.58;9;0.47;32;1.68;51;2.68;180;9.47;37;1.95;12;0.63;21.57;421.96;43.49;47102;2479.05;31179;1641;15923;838.05;361;19;1360;71.58;11850;623.68;6570;345.79;5280;277.89;78;4.11;457;24.05;829.72;43.67;398.92;21;9079;477.84;4936;259.79;1280;67.37;1543.1;10113252;532276.44;3137.84;165.15;2612.63;137.51;1146.35;60.33;4023.56;211.77;2490.14;131.06;383.12;20.16;212.76;11.2;0.11;1900;100;2231.3;117.44;2394.3;126.02;1917.29;100.91;4979.53;262.08;4457.74;234.62;2439.06;128.37;3313.2;174.38;2141.26;112.7;1442.36;75.91;33;1.74;28;1.47
ZOOKEEPERS;Tool;15;4;26.67;6365;424.33;14;0.93;9;0.6;27;1.8;57;3.8;131;8.73;44;2.93;9;0.6;24.56;400.09;49.69;41435;2762.33;30437;2029.13;10998;733.2;363;24.2;976;65.07;9227;615.13;6053;403.53;3174;211.6;73;4.87;275;18.33;697.07;46.47;687.53;45.84;5238;349.2;5829;388.6;1199;79.93;1589.03;9261802;617453.44;2556.65;170.44;2724.01;181.6;893.61;59.57;3472.62;231.51;2344.34;156.29;357.29;23.82;128.83;8.59;0.11;1113;74.2;2114.4;140.96;1966.7;131.11;1677.12;111.81;4497.15;299.81;4072.39;271.49;2101.86;140.12;2991.27;199.42;2023.46;134.9;1159.51;77.3;18;1.2;24;1.6
TEAM ENVY;Turbopolsa;12;9;75.00;4260;355;11;0.92;9;0.75;11;0.92;39;3.25;77;6.42;16;1.33;2;0.17;28.21;383.84;51.41;26882;2240.17;18714;1559.5;8168;680.67;232;19.33;734;61.17;6598;549.83;3855;321.25;2743;228.58;47;3.92;244;20.33;351.89;29.32;413.56;34.46;2500;208.33;4709;392.42;900;75;1527.77;6013786;501148.84;1939.67;161.64;1671.27;139.27;545.2;45.43;2437.95;203.16;1457.88;121.49;260.34;21.7;88.96;7.41;0.13;695;57.92;1307.1;108.93;1449.7;120.81;1138.17;94.85;3017.99;251.5;2621.8;218.48;1534.38;127.86;1950.34;162.53;1280.46;106.7;925.35;77.11;16;1.33;16;1.33
72PC;Tynottyler;18;9;50.00;6752;375.11;11;0.61;6;0.33;31;1.72;47;2.61;152;8.44;35;1.94;9;0.5;23.4;414.15;48.02;44726;2484.78;32302;1794.56;12424;690.22;388;21.56;1070;59.44;8890;493.89;5860;325.56;3030;168.33;67;3.72;247;13.72;791.13;43.95;396.44;22.02;5889;327.17;6421;356.72;792;44;1530.8;9471220;526178.88;3012.15;167.34;2568.58;142.7;934.17;51.9;3716.08;206.45;2435.45;135.3;363.47;20.19;154.72;8.6;0.11;1438;79.89;2378.3;132.13;1890.4;105.02;1699.15;94.4;4815.76;267.54;4520.65;251.15;1994.25;110.79;3335.22;185.29;2041.51;113.42;1138.16;63.23;12;0.67;23;1.28
EUNITED;WondaMike;21;8;38.10;7315;348.33;12;0.57;8;0.38;27;1.29;56;2.67;174;8.29;34;1.62;11;0.52;21.43;428.33;47.47;55602;2647.71;40252;1916.76;15350;730.95;487;23.19;1274;60.67;12355;588.33;7504;357.33;4851;231;93;4.43;405;19.29;1206.55;57.45;944.94;45;9442;449.62;8401;400.05;1770;84.29;1655.03;12466284;593632.56;2827.02;134.62;3372.11;160.58;1674.48;79.74;4282;203.9;2979.15;141.86;612.47;29.17;131.7;6.27;0.09;1430;68.1;2521.4;120.07;2774.3;132.11;2411.21;114.82;5462.41;260.11;4922.6;234.41;2951;140.52;3651.39;173.88;2461.21;117.2;1761.01;83.86;20;0.95;23;1.1
72PC;Wonder;18;9;50.00;6819;378.83;18;1;11;0.61;25;1.39;48;2.67;152;8.44;35;1.94;11;0.61;37.5;396.85;47.75;42448;2358.22;27627;1534.83;14821;823.39;318;17.67;1273;70.72;10232;568.44;6049;336.06;4183;232.39;71;3.94;361;20.06;811.32;45.07;655.31;36.41;3783;210.17;4360;242.22;1002;55.67;1556.71;9677516;537639.75;2853.68;158.54;2861.18;158.95;833.88;46.33;3554.75;197.49;2593.08;144.06;400.93;22.27;181.76;10.1;0.1;1794;99.67;1841;102.28;2327.4;129.3;2052.93;114.05;4495.82;249.77;4197.18;233.18;2351.58;130.64;3024.74;168.04;2195.75;121.99;1328.25;73.79;20;1.11;11;0.61
MAMBA MODE;XI;13;4;30.77;4332;333.23;5;0.38;7;0.54;24;1.85;35;2.69;122;9.38;33;2.54;10;0.77;14.29;363.98;47.06;27735;2133.46;18886;1452.77;8849;680.69;220;16.92;777;59.77;7272;559.38;4913;377.92;2359;181.46;55;4.23;211;16.23;540.84;41.6;366.6;28.2;2743;211;3255;250.38;640;49.23;1483.72;6465930;497379.22;2277.64;175.2;1819.65;139.97;512.33;39.41;2739;210.69;1649.85;126.91;220.79;16.98;119.27;9.17;0.11;1078;82.92;1539.3;118.41;1481.8;113.98;1261.81;97.06;3347.8;257.52;3037.44;233.65;1572.16;120.94;2260.57;173.89;1456.48;112.04;892.57;68.66;8;0.62;20;1.54
XSET;alraz;14;5;35.71;4888;349.14;8;0.57;8;0.57;17;1.21;34;2.43;112;8;31;2.21;12;0.86;23.53;461.34;49.39;38713;2765.21;28233;2016.64;10480;748.57;338;24.14;922;65.86;10839;774.21;7093;506.64;3746;267.57;79;5.64;320;22.86;756.27;54.02;472.3;33.74;5040;360;5456;389.71;684;48.86;1580.25;7503999;535999.94;2140.52;152.89;1955.31;139.67;918.46;65.6;2704.52;193.18;1981.06;141.5;328.71;23.48;102.91;7.35;0.11;944;67.43;1448.3;103.45;1819.4;129.96;1600.55;114.33;3413.74;243.84;3046.8;217.63;1967.47;140.53;2179.52;155.68;1690.66;120.76;1144.11;81.72;11;0.79;12;0.86
INFINITE SHOTS;ayLucky;12;3;25.00;3497;291.42;8;0.67;4;0.33;14;1.17;27;2.25;84;7;30;2.5;7;0.58;29.63;402.88;42.09;28321;2360.08;17206;1433.83;11115;926.25;192;16;959;79.92;6762;563.5;3461;288.42;3301;275.08;39;3.25;284;23.67;563.36;46.95;337.25;28.1;4367;363.92;1951;162.58;449;37.42;1458.63;6036032;503002.66;2293.79;191.15;1568.55;130.71;510.98;42.58;2648.41;220.7;1509.07;125.76;215.86;17.99;109.15;9.1;0.11;990;82.5;1270.4;105.87;1476.3;123.02;1315.47;109.62;3057.86;254.82;2725.36;227.11;1647.97;137.33;1931.32;160.94;1486.72;123.89;955.31;79.61;8;0.67;12;1
EUNITED;ayjacks;21;8;38.10;7735;368.33;8;0.38;14;0.67;39;1.86;56;2.67;174;8.29;34;1.62;10;0.48;14.29;339.26;50.44;44858;2136.1;30995;1475.95;13863;660.14;380;18.1;1208;57.52;10959;521.86;7196;342.67;3763;179.19;84;4;335;15.95;700.82;33.37;1195.31;56.92;3556;169.33;7072;336.76;1265;60.24;1380.02;10344542;492597.25;4594.19;218.77;2455.5;116.93;803.03;38.24;4847.12;230.82;2575.48;122.64;430.09;20.48;151.46;7.21;0.14;1065;50.71;2839;135.19;2295.1;109.29;1966.53;93.64;5886.18;280.29;5310.54;252.88;2542.15;121.05;3849.76;183.32;2596.35;123.64;1406.61;66.98;11;0.52;29;1.38
